yf_ticker,market_cap,sector,industry,currency,exchange,short_name,quote_type,avg_volume,avg_volume_10d,free_float,shares_outstanding
BOWL.L,440875456.0,Consumer Cyclical,Leisure,GBp,LSE,HOLLYWOOD BOWL GROUP PLC ORD 1P,EQUITY,953908.0,702340.0,161095515.0,167633242.0
BOY.L,1184456576.0,Industrials,Specialty Industrial Machinery,GBp,LSE,BODYCOTE PLC ORD 17 3/11P,EQUITY,346946.0,391992.0,170251707.0,171252364.0
BPCR.L,1061474112.0,,,USD,LSE,BIOPHARMA CREDIT PLC ORD USD0.0,EQUITY,1417055.0,1539709.0,,1129227778.0
BPT.L,2104478592.0,Financial Services,Asset Management,GBp,LSE,BRIDGEPOINT GROUP PLC ORD GBP0.,EQUITY,2999947.0,1550692.0,286066763.0,875407092.0
BREE.L,1106591104.0,Basic Materials,Building Materials,GBp,LSE,BREEDON GROUP PLC ORD GBP0.01,EQUITY,1552022.0,1337735.0,256241380.0,346676387.0
BRGE.L,515155872.0,,,GBp,LSE,BLACKROCK GREATER EUROPE INVEST,EQUITY,241880.0,378671.0,,91828141.0
BRSC.L,506418720.0,,,GBp,LSE,BLACKROCK SMALLER CO TRUST PLC ,EQUITY,118736.0,101532.0,,39812792.0
BRWM.L,1850348160.0,,,GBp,LSE,BLACKROCK WORLD MINING TRUST PL,EQUITY,733632.0,515656.0,,186527036.0
BSIF.L,503268064.0,Financial Services,Asset Management,GBp,LSE,BLUEFIELD SOLAR INCOME FUND LIM,EQUITY,1665865.0,1204212.0,,592080033.0
BUT.L,625677376.0,,,GBp,LSE,BRUNNER INVESTMENT TRUST PLC OR,EQUITY,54115.0,75577.0,,43150164.0
BWY.L,2298349312.0,Consumer Cyclical,Residential Construction,GBp,LSE,BELLWAY PLC ORD 12.5P,EQUITY,657327.0,1076851.0,115994215.0,115902640.0
BYG.L,1747759872.0,Real Estate,REIT - Industrial,GBp,LSE,BIG YELLOW GROUP PLC ORD 10P,EQUITY,659903.0,950580.0,185956920.0,195937211.0
BYIT.L,671291072.0,Technology,Software - Infrastructure,GBp,LSE,BYTES TECHNOLOGY GROUP PLC ORD ,EQUITY,1068952.0,785120.0,219205350.0,236370093.0
CBG.L,622360768.0,Financial Services,Banks - Regional,GBp,LSE,CLOSE BROTHERS GROUP PLC ORD 25,EQUITY,617122.0,1285612.0,146341712.0,150546863.0
CCC.L,3238714368.0,Technology,Information Technology Services,GBp,LSE,COMPUTACENTER PLC ORD 7 5/9P,EQUITY,192863.0,175414.0,64434258.0,104948626.0
CCL.L,28562286592.0,Consumer Cyclical,Travel Services,GBp,LSE,CARNIVAL PLC ORD USD 1.66,EQUITY,1086048.0,1232416.0,1286102098.0,146139365.0
CCR.L,453050784.0,Consumer Defensive,Beverages - Brewers,GBp,LSE,C&C GROUP PLC ORD EUR0.01 (CDI),EQUITY,583932.0,603118.0,373123422.0,368333957.0
CGT.L,792355712.0,,,GBp,LSE,CAPITAL GEARING TRUST PLC ORD 2,EQUITY,33505.0,33598.0,,15690213.0
CHG.L,1468589568.0,Industrials,Aerospace & Defense,GBp,LSE,CHEMRING GROUP PLC ORD 1P,EQUITY,1048253.0,823667.0,249165985.0,268972456.0
CHRY.L,408342048.0,Financial Services,Asset Management,GBp,LSE,CHRYSALIS INVESTMENTS LIMITED O,EQUITY,1769836.0,1656750.0,,482573805.0
CKN.L,1460948608.0,Industrials,Marine Shipping,GBp,LSE,CLARKSON PLC ORD 25P,EQUITY,116143.0,99816.0,24340123.0,30705099.0
CLDN.L,1754218368.0,,,GBp,LSE,CALEDONIA INVESTMENTS PLC ORD 0,EQUITY,498966.0,657223.0,,517369423.0
CMCX.L,1045359872.0,Financial Services,Capital Markets,GBp,LSE,CMC MARKETS PLC ORD 25P,EQUITY,300738.0,442667.0,83966646.0,272487806.0
COA.L,1607236864.0,Consumer Cyclical,Textile Manufacturing,GBp,LSE,COATS GROUP PLC ORD 5P,EQUITY,3924071.0,5206074.0,1900635967.0,1914361942.0
COST.L,530739104.0,Industrials,Engineering & Construction,GBp,LSE,COSTAIN GROUP PLC ORD 1P,EQUITY,1632565.0,2080358.0,233751601.0,265769213.0
CSN.L,673300416.0,Financial Services,Insurance - Life,GBp,LSE,CHESNARA PLC ORD 5P,EQUITY,670491.0,1029084.0,226003814.0,230582330.0
CTY.L,2897664000.0,,,GBp,LSE,CITY OF LONDON INVESTMENT TRUST,EQUITY,1026960.0,1205365.0,,508362106.0
CURY.L,1412950912.0,Consumer Cyclical,Specialty Retail,GBp,LSE,CURRYS PLC ORD 0.1P,EQUITY,4435491.0,3034913.0,893546520.0,1038129445.0
CVSG.L,824341440.0,Healthcare,Medical Care Facilities,GBp,LSE,CVS GROUP PLC ORD 0.2P,EQUITY,516000.0,337542.0,70074959.0,70156719.0
CWK.L,2890093568.0,Consumer Defensive,Packaged Foods,GBp,LSE,CRANSWICK PLC ORD 10P,EQUITY,136416.0,136759.0,51035890.0,53520258.0
CWR.L,598062912.0,Industrials,Electrical Equipment & Parts,GBp,LSE,CERES POWER HOLDINGS PLC ORD 10,EQUITY,2290514.0,4129307.0,100919154.0,194808774.0
DLN.L,1848410624.0,Real Estate,REIT - Office,GBp,LSE,DERWENT LONDON PLC ORD 5P,EQUITY,413890.0,381773.0,101526808.0,112297122.0
DNLM.L,1694049280.0,Consumer Cyclical,Specialty Retail,GBp,LSE,DUNELM GROUP PLC ORD 1P,EQUITY,642453.0,409990.0,163065205.0,201313039.0
DOCS.L,630312896.0,Consumer Cyclical,Footwear & Accessories,GBp,LSE,DR. MARTENS PLC ORD GBP0.01,EQUITY,1605252.0,838054.0,519898086.0,966737603.0
DOM.L,686465216.0,Consumer Cyclical,Restaurants,GBp,LSE,DOMINO'S PIZZA GROUP PLC ORD  2,EQUITY,1745715.0,1215910.0,346594390.0,381157777.0
DRX.L,2975930368.0,Utilities,Utilities - Renewable,GBp,LSE,DRAX GROUP PLC ORD 11 16/29P,EQUITY,1144658.0,818359.0,334152606.0,336191490.0
DSCV.L,561360256.0,Technology,Electronic Components,GBp,LSE,DISCOVERIE GROUP PLC ORD 5P,EQUITY,261471.0,411882.0,92180187.0,97121154.0
EDIN.L,1059806848.0,,,GBp,LSE,EDINBURGH INVESTMENT TRUST PLC ,EQUITY,405522.0,487050.0,,131528025.0
ELM.L,917686464.0,Basic Materials,Specialty Chemicals,GBp,LSE,ELEMENTIS PLC ORD 5P,EQUITY,1326978.0,1866732.0,564790937.0,569284408.0
EMG.L,2786412800.0,Financial Services,Asset Management,GBp,LSE,MAN GROUP PLC ORD USD0.03428571,EQUITY,3718066.0,3244648.0,1078138434.0,1119041332.0
ENOG.L,1595945984.0,Energy,Oil & Gas E&P,GBp,LSE,ENERGEAN PLC ORD 1P,EQUITY,351806.0,342750.0,147311384.0,184715959.0
ESCT.L,753996032.0,,,GBp,LSE,THE EUROPEAN SMALLER COMPANIES ,EQUITY,1186614.0,717256.0,,347463609.0
EWG.L,800446976.0,Technology,Software - Infrastructure,GBp,LSE,W.A.G PAYMENT SOLUTIONS PLC ORD,EQUITY,421440.0,222797.0,167823810.0,692428147.0
EWI.L,786886720.0,,,GBp,LSE,EDINBURGH WORLDWIDE INVESTMENT ,EQUITY,1117105.0,2528268.0,,345884292.0
EZJ.L,2899547648.0,Industrials,Airlines,GBp,LSE,EASYJET PLC ORD 27 2/7P,EQUITY,6166670.0,5960929.0,606438090.0,747526182.0
FAN.L,1247622144.0,Industrials,Building Products & Equipment,GBp,LSE,VOLUTION GROUP PLC ORD GBP0.01,EQUITY,584694.0,588335.0,197063043.0,198035249.0
FCH.L,406093792.0,Financial Services,Credit Services,GBp,LSE,FUNDING CIRCLE HOLDINGS PLC ORD,EQUITY,1408735.0,1154782.0,140182581.0,287195039.0
FCSS.L,1336978944.0,,,GBp,LSE,FIDELITY CHINA SPECIAL SITUATIO,EQUITY,893872.0,644224.0,,461027215.0
FEML.L,523388544.0,Financial Services,Asset Management,GBp,LSE,FIDELITY EMERGING MARKETS LIMIT,EQUITY,211184.0,118448.0,,41737524.0
FEV.L,2046482176.0,,,GBp,LSE,FIDELITY EUROPEAN TRUST PLC ORD,EQUITY,748354.0,948495.0,,507182678.0
FGEN.L,448902240.0,Financial Services,Asset Management,GBp,LSE,FORESIGHT ENVIRONMENTAL INFRAST,EQUITY,1947470.0,3042846.0,619740718.0,623338335.0
FGP.L,946674560.0,Industrials,Railroads,GBp,LSE,FIRSTGROUP PLC ORD 5P,EQUITY,1042546.0,1034790.0,487016404.0,543129407.0
FGT.L,802175488.0,,,GBp,LSE,FINSBURY GROWTH & INCOME TRUST ,EQUITY,738134.0,827689.0,,109586815.0
FOUR.L,1023104384.0,Communication Services,Advertising Agencies,GBp,LSE,4IMPRINT GROUP PLC ORD 38 6/13P,EQUITY,85088.0,46772.0,27613865.0,28082714.0
FRAS.L,2899552256.0,Consumer Cyclical,Specialty Retail,GBp,LSE,FRASERS GROUP PLC ORD 10P,EQUITY,180638.0,191550.0,98318204.0,431103205.0
FSG.L,431654048.0,Financial Services,Asset Management,GBp,LSE,FORESIGHT GROUP HOLDINGS LIMITE,EQUITY,346928.0,535812.0,74071863.0,112609968.0
FSV.L,1376861184.0,,,GBp,LSE,FIDELITY SPECIAL VALUES PLC ORD,EQUITY,823840.0,918411.0,,324348920.0
GAMA.L,752076800.0,Communication Services,Telecom Services,GBp,LSE,GAMMA COMMUNICATIONS PLC ORD 0.,EQUITY,684095.0,964039.0,91545928.0,90986789.0
GBG.L,436567936.0,Technology,Software - Application,GBp,LSE,GB GROUP PLC ORD 2.5P,EQUITY,1717410.0,1279249.0,246675013.0,232662111.0
GCP.L,622241344.0,Financial Services,Asset Management,GBp,LSE,GCP INFRASTRUCTURE INVESTMENTS ,EQUITY,2082762.0,1978323.0,,825253731.0
GDWN.L,972312768.0,Industrials,Specialty Industrial Machinery,GBp,LSE,GOODWIN PLC ORD 10P,EQUITY,15556.0,22894.0,2995655.0,7631968.0
GEN.L,758696768.0,Industrials,Building Products & Equipment,GBp,LSE,GENUIT GROUP PLC ORD GBP0.001,EQUITY,1079970.0,1695061.0,247211411.0,251224094.0
GFRD.L,510875680.0,Industrials,Engineering & Construction,GBp,LSE,GALLIFORD TRY HOLDINGS PLC ORD ,EQUITY,291816.0,247540.0,95158442.0,98240074.0
GFTU.L,1773474176.0,Industrials,Industrial Distribution,GBp,LSE,GRAFTON GROUP PLC UT (1 ORD) (C,EQUITY,519783.0,440439.0,157287312.0,193146816.0
GNC.L,2002581120.0,Consumer Defensive,Packaged Foods,GBp,LSE,GREENCORE GROUP PLC ORD 1P (CDI,EQUITY,3050947.0,3728124.0,317065123.0,792787426.0
GNS.L,1710804864.0,Healthcare,Biotechnology,GBp,LSE,GENUS PLC ORD 10P,EQUITY,186171.0,163389.0,65074547.0,66413228.0
GPE.L,1241695104.0,Real Estate,REIT - Office,GBp,LSE,GREAT PORTLAND ESTATES PLC ORD ,EQUITY,1348919.0,1274574.0,351603856.0,403409734.0
GRG.L,1643168128.0,Consumer Cyclical,Restaurants,GBp,LSE,GREGGS PLC ORD 2P,EQUITY,507105.0,340591.0,100486503.0,101838742.0
GRI.L,1265618432.0,Real Estate,Real Estate Services,GBp,LSE,GRAINGER PLC ORD 5P,EQUITY,2663969.0,2028447.0,665078055.0,739263108.0
GROW.L,833845888.0,,,GBp,LSE,MOLTEN VENTURES PLC ORD GBP0.01,EQUITY,889606.0,453078.0,,172362185.0
GSCT.L,777710976.0,,,GBp,LSE,THE GLOBAL SMALLER COMPANIES TR,EQUITY,605313.0,636563.0,,419477357.0
HAS.L,483818592.0,Industrials,Staffing & Employment Services,GBp,LSE,HAYS PLC ORD 1P,EQUITY,5007827.0,6061776.0,1472543874.0,1598871698.0
HBR.L,4355178496.0,Energy,Oil & Gas E&P,GBp,LSE,HARBOUR ENERGY PLC ORD 0.002P,EQUITY,7778362.0,9485500.0,555399894.0,1568868309.0
HFEL.L,516055456.0,Financial Services,Asset Management,GBp,LSE,HENDERSON FAR EAST INCOME LIMIT,EQUITY,1169408.0,1592425.0,,202374679.0
HFG.L,476765280.0,Consumer Defensive,Packaged Foods,GBp,LSE,HILTON FOOD GROUP PLC ORD 10P,EQUITY,272218.0,273939.0,79247749.0,89955713.0
HGT.L,1674131968.0,,,GBp,LSE,HG CAPITAL TRUST PLC ORD 2.5P,EQUITY,2020809.0,1214608.0,,453694303.0
HICL.L,2314097408.0,,,GBp,LSE,HICL INFRASTRUCTURE PLC ORD 0.0,EQUITY,5413153.0,5572742.0,,1889102480.0
HIK.L,2860092928.0,Healthcare,Drug Manufacturers - Specialty & Generic,GBp,LSE,HIKMA PHARMACEUTICALS PLC ORD S,EQUITY,1384682.0,1318314.0,151702088.0,216112791.0
HILS.L,1826617600.0,Industrials,Engineering & Construction,GBp,LSE,HILL & SMITH PLC ORD 25P,EQUITY,188968.0,136210.0,79128742.0,78719334.0
HMSO.L,1674916480.0,Real Estate,REIT - Retail,GBp,LSE,HAMMERSON PLC ORD 5P,EQUITY,1068325.0,990657.0,522993073.0,530036856.0
HOC.L,3354269184.0,Basic Materials,Other Precious Metals & Mining,GBp,LSE,HOCHSCHILD MINING PLC ORD 1P,EQUITY,2329434.0,1757680.0,314776536.0,514458432.0
HRI.L,1251499008.0,,,GBp,LSE,HERALD INVESTMENT TRUST PLC ORD,EQUITY,124739.0,116658.0,,47858467.0
HSL.L,484685088.0,,,GBp,LSE,HENDERSON SMALLER COMPANIES INV,EQUITY,178081.0,163751.0,,56954769.0
HTG.L,717742656.0,Energy,Oil & Gas Equipment & Services,GBp,LSE,HUNTING PLC ORD 25P,EQUITY,633653.0,475665.0,105364325.0,146577909.0
HTWS.L,2027430016.0,Communication Services,Telecom Services,GBp,LSE,HELIOS TOWERS PLC ORD 1P,EQUITY,2156886.0,2762347.0,921575982.0,1024278562.0
HVPE.L,2162030336.0,Financial Services,Asset Management,GBp,LSE,HARBOURVEST GLOBAL PRIVATE EQUI,EQUITY,154016.0,110404.0,,70856237.0
HWG.L,478095392.0,Real Estate,Real Estate - Development,GBp,LSE,HARWORTH GROUP PLC ORD 10P,EQUITY,266827.0,219218.0,141062948.0,324793102.0
IAD.L,868512896.0,,,GBp,LSE,INVESCO ASIA DRAGON TRUST PLC O,EQUITY,376179.0,445863.0,,201745151.0
IBST.L,429644544.0,Basic Materials,Building Materials,GBp,LSE,IBSTOCK PLC ORD 1P,EQUITY,1564507.0,1122170.0,348505164.0,394893894.0
ICGT.L,827320064.0,,,GBp,LSE,ICG ENTERPRISE TRUST PLC ORD 10,EQUITY,84711.0,90118.0,,61465086.0
IEM.L,840662720.0,,,GBp,LSE,IMPAX ENVIRONMENTAL MARKETS PLC,EQUITY,1022376.0,842672.0,,190410579.0
IHP.L,1056405504.0,Financial Services,Asset Management,GBp,LSE,INTEGRAFIN HOLDINGS PLC ORD 1P,EQUITY,734154.0,753147.0,282654123.0,330375169.0
INCH.L,2817865472.0,Consumer Cyclical,Auto & Truck Dealerships,GBp,LSE,INCHCAPE PLC ORD 10P,EQUITY,864324.0,1020746.0,302583174.0,354995643.0
INPP.L,2311615232.0,Financial Services,Asset Management,GBp,LSE,INTERNATIONAL PUBLIC PARTNERSHI,EQUITY,4585015.0,5004091.0,,1797123283.0
INVP.L,3999423232.0,Financial Services,Capital Markets,GBp,LSE,INVESTEC PLC ORD GBP0.0002,EQUITY,1916698.0,2201267.0,775244411.0,631800105.0
IPF.L,540034560.0,Financial Services,Credit Services,GBp,LSE,INTERNATIONAL PERSONAL FINANCE ,EQUITY,3265092.0,3491082.0,184912673.0,219526234.0
IPO.L,483234944.0,Financial Services,Asset Management,GBp,LSE,IP GROUP PLC ORD 2P,EQUITY,3652068.0,2119331.0,872252282.0,883427642.0
ITH.L,4093488128.0,Energy,Oil & Gas E&P,GBp,LSE,ITHACA ENERGY PLC ORD 1P,EQUITY,2482209.0,2809623.0,210038843.0,1650599943.0
ITV.L,2876030976.0,Communication Services,Broadcasting,GBp,LSE,ITV PLC ORD 10P,EQUITY,11708372.0,9162326.0,3655065212.0,3739962358.0
IWG.L,1766216960.0,Real Estate,Real Estate Services,GBp,LSE,INTERNATIONAL WORKPLACE GROUP P,EQUITY,3014976.0,2977132.0,633051464.0,959379043.0
JAM.L,1864343552.0,,,GBp,LSE,JPMORGAN AMERICAN INVESTMENT TR,EQUITY,338144.0,305731.0,,166757018.0
JDW.L,663001536.0,Consumer Cyclical,Restaurants,GBp,LSE,WETHERSPOON ( J.D.) PLC ORD 2P,EQUITY,344561.0,337244.0,61722970.0,105405650.0
JEDT.L,570434688.0,,,GBp,LSE,JPMORGAN EUROPEAN DISCOVERY TRU,EQUITY,159463.0,258061.0,,92303345.0
JEGI.L,608207296.0,,,GBp,LSE,JPMORGAN EUROPEAN GROWTH & INCO,EQUITY,1419435.0,1282876.0,,422366188.0
JEMI.L,486308160.0,,,GBp,LSE,JPMORGAN EMERGING MARKETS DIVID,EQUITY,774343.0,794038.0,,262869285.0
JFJ.L,1164816512.0,Financial Services,Asset Management,GBp,LSE,JPMORGAN JAPANESE INVESTMENT TR,EQUITY,360179.0,496581.0,,156351203.0
JGGI.L,3113456384.0,,,GBp,LSE,JPMORGAN GLOBAL GROWTH & INCOME,EQUITY,1474066.0,1750355.0,,546220407.0
JII.L,459375936.0,,,GBp,LSE,"""JPMorgan Indian Investment Tru",MUTUALFUND,,51800.0,,45322880.0
JMAT.L,3404496640.0,Basic Materials,Specialty Chemicals,GBp,LSE,JOHNSON MATTHEY PLC ORD 110 49/,EQUITY,523209.0,542381.0,163700376.0,167544129.0
JMG.L,143335489536.0,,,GBP,LSE,"""JPMorgan Emerging Markets Inv ",MUTUALFUND,1528864.0,1833645.0,,975227846.0
JSG.L,509277152.0,Industrials,Specialty Business Services,GBp,LSE,JOHNSON SERVICE GROUP PLC ORD 1,EQUITY,1105546.0,937708.0,337501833.0,379491179.0
JTC.L,2234159104.0,Financial Services,Asset Management,GBp,LSE,JTC PLC ORD GBP0.01,EQUITY,1109693.0,931967.0,140823616.0,170286504.0
JUP.L,791119808.0,Financial Services,Asset Management,GBp,LSE,JUPITER FUND MANAGEMENT PLC ORD,EQUITY,1712738.0,1683946.0,406006259.0,501979510.0
KIE.L,914626816.0,Industrials,Engineering & Construction,GBp,LSE,KIER GROUP PLC ORD 1P,EQUITY,1366858.0,1773423.0,409476122.0,437620469.0
KLR.L,1488687232.0,Industrials,Engineering & Construction,GBp,LSE,KELLER GROUP PLC ORD 10P,EQUITY,188075.0,219115.0,67295294.0,69252564.0
KNOS.L,881387200.0,Technology,Software - Application,GBp,LSE,KAINOS GROUP PLC ORD 0.5P,EQUITY,500164.0,475109.0,79057797.0,116930494.0
LRE.L,1460209536.0,Financial Services,Insurance - Specialty,GBp,LSE,LANCASHIRE HOLDINGS LIMITED COM,EQUITY,813059.0,762193.0,199670311.0,242559721.0
LWDB.L,1499569536.0,,,GBp,LSE,LAW DEBENTURE CORPORATION PLC O,EQUITY,220100.0,237191.0,,133114987.0
MAB.L,1587737600.0,Consumer Cyclical,Restaurants,GBp,LSE,MITCHELLS & BUTLERS PLC ORD 8 1,EQUITY,674266.0,568771.0,245203376.0,593546766.0
MEGP.L,545373888.0,Industrials,Business Equipment & Supplies,GBp,LSE,ME GROUP INTERNATIONAL PLC ORD ,EQUITY,1153201.0,843820.0,228764361.0,376492294.0
MGAM.L,590145600.0,Industrials,Specialty Industrial Machinery,GBp,LSE,MORGAN ADVANCED MATERIALS PLC O,EQUITY,1046743.0,1091802.0,253957772.0,276414792.0
MGNS.L,2104703872.0,Industrials,Engineering & Construction,GBp,LSE,MORGAN SINDALL GROUP PLC ORD 5P,EQUITY,118608.0,85234.0,39719369.0,47000981.0
MNKS.L,2357517312.0,,,GBp,LSE,MONKS INVESTMENT TRUST PLC ORD ,EQUITY,453169.0,457842.0,,158648530.0
MNTN.L,1927139456.0,Financial Services,Asset Management,USD,LSE,THE SCHIEHALLION FUND LIMITED O,EQUITY,1892718.0,1062159.0,,1014283907.0
MONY.L,844894528.0,Communication Services,Internet Content & Information,GBp,LSE,MONY GROUP PLC ORD 0.02P,EQUITY,2340923.0,2141278.0,516537942.0,521539835.0
MOON.L,669418624.0,Consumer Cyclical,Specialty Retail,GBp,LSE,MOONPIG GROUP PLC ORD 10P,EQUITY,1002437.0,1083614.0,308764917.0,305982619.0
MRC.L,1687441024.0,,,GBp,LSE,MERCANTILE INVESTMENT TRUST (TH,EQUITY,2208824.0,2807018.0,,661741638.0
MRCH.L,913847424.0,,,GBp,LSE,MERCHANTS TRUST PLC ORD 25P,EQUITY,280560.0,331660.0,,147632870.0
MSLH.L,368458880.0,Basic Materials,Building Materials,GBp,LSE,MARSHALLS PLC ORD 25P,EQUITY,1482984.0,1638703.0,227043418.0,252888724.0
MTO.L,2299708416.0,Industrials,Specialty Business Services,GBp,LSE,MITIE GROUP PLC ORD 2.5P,EQUITY,4052012.0,3621662.0,1119795633.0,1259939335.0
MTRO.L,927896704.0,Financial Services,Banks - Regional,GBp,LSE,METRO BANK HOLDINGS PLC ORD 0.0,EQUITY,1000590.0,1281076.0,232073044.0,673364820.0
MUT.L,893342656.0,,,GBp,LSE,MURRAY INCOME TRUST PLC ORD 25P,EQUITY,232975.0,342806.0,,94333684.0
MYI.L,2083079296.0,,,GBp,LSE,MURRAY INTERNATIONAL TRUST PLC ,EQUITY,943251.0,1091936.0,,591783877.0
N91.L,1942549632.0,Financial Services,Asset Management,GBp,LSE,NINETY ONE PLC,EQUITY,781936.0,765152.0,530338010.0,635860057.0
NAS.L,451169728.0,,,GBp,LSE,NORTH ATLANTIC SMALLER COMPANIE,EQUITY,129079.0,109503.0,,129100000.0
NBPE.L,590831360.0,Financial Services,Asset Management,GBp,LSE,NB PRIVATE EQUITY PARTNERS LIMI,EQUITY,60690.0,71082.0,,42236657.0
NCC.L,325123168.0,Technology,Software - Infrastructure,GBp,LSE,NCC GROUP PLC ORD 1P,EQUITY,2182031.0,1300969.0,225449175.0,279414054.0
OCDO.L,1559508608.0,Consumer Defensive,Grocery Stores,GBp,LSE,OCADO GROUP PLC ORD 2P,EQUITY,2878762.0,3406073.0,394024190.0,831294550.0
OCI.L,830908736.0,Financial Services,Asset Management,GBp,LSE,OAKLEY CAPITAL INVESTMENTS LIMI,EQUITY,341204.0,490944.0,136579453.0,166181749.0
ONT.L,1049590656.0,Healthcare,Biotechnology,GBp,LSE,OXFORD NANOPORE TECHNOLOGIES PL,EQUITY,1807101.0,2006204.0,401332431.0,967364692.0
OSB.L,1918455808.0,Financial Services,Mortgage Finance,GBp,LSE,OSB GROUP PLC ORD 1P,EQUITY,1172842.0,1821600.0,351950447.0,351380734.0
OXB.L,684291456.0,Healthcare,Biotechnology,GBp,LSE,OXFORD BIOMEDICA PLC ORD 50P,EQUITY,364540.0,215435.0,60791871.0,120899550.0
OXIG.L,1462975744.0,Technology,Scientific & Technical Instruments,GBp,LSE,OXFORD INSTRUMENTS PLC ORD 5P,EQUITY,214837.0,194195.0,55851498.0,55335057.0
PAF.L,3201938944.0,Basic Materials,Gold,GBp,LSE,PAN AFRICAN RESOURCES PLC ORD 1,EQUITY,9959444.0,9645972.0,1898039352.0,2027313471.0
PAG.L,1444180352.0,Financial Services,Mortgage Finance,GBp,LSE,PARAGON BANKING GROUP PLC ORD 1,EQUITY,478902.0,378669.0,177389767.0,184795957.0
PAGE.L,427028288.0,Industrials,Staffing & Employment Services,GBp,LSE,PAGEGROUP PLC ORD 1P,EQUITY,1211628.0,1571415.0,289500711.0,313330589.0
PCGH.L,388517152.0,,,GBp,LSE,POLAR CAPITAL GLOBAL HEALTHCARE,EQUITY,352909.0,397169.0,,99365000.0
PETS.L,833369472.0,Consumer Cyclical,Specialty Retail,GBp,LSE,PETS AT HOME GROUP PLC ORD 1P,EQUITY,936080.0,1537442.0,421787550.0,442105778.0
PEY.L,583734848.0,Financial Services,Asset Management,EUR,LSE,PARTNERS GROUP PRIVATE EQUITY L,EQUITY,90156.0,199248.0,,67826143.0
PFD.L,1687146112.0,Consumer Defensive,Packaged Foods,GBp,LSE,PREMIER FOODS PLC ORD 10P,EQUITY,1862914.0,1623969.0,633839188.0,861668065.0
PHI.L,766313984.0,,,GBp,LSE,PACIFIC HORIZON INVESTMENT TRUS,EQUITY,168324.0,273208.0,,82046467.0
PHP.L,2467986944.0,Real Estate,REIT - Healthcare Facilities,GBp,LSE,PRIMARY HEALTH PROPERTIES PLC O,EQUITY,12130073.0,11415165.0,2211325985.0,2595149224.0
PIN.L,1570020096.0,,,GBp,LSE,PANTHEON INTERNATIONAL PLC ORD ,EQUITY,1015331.0,691254.0,,426531663.0
PINT.L,524860000.0,,,GBp,LSE,PANTHEON INFRASTRUCTURE PLC ORD,EQUITY,623382.0,592515.0,,468625000.0
PLUS.L,2929725696.0,Financial Services,Capital Markets,GBp,LSE,PLUS500 LTD ORD ILS0.01 (DI),EQUITY,223558.0,108385.0,67077321.0,69846354.0
PNL.L,1677155072.0,,,GBp,LSE,PERSONAL ASSETS TRUST PLC ORD G,EQUITY,573299.0,721554.0,,312319372.0
PNN.L,2680109056.0,Utilities,Utilities - Regulated Water,GBp,LSE,PENNON GROUP PLC ORD 61 1/20P,EQUITY,1516529.0,1266137.0,470524437.0,471850164.0
POLN.L,499075360.0,Financial Services,Asset Management,GBp,LSE,POLLEN STREET GROUP LIMITED ORD,EQUITY,123609.0,101705.0,40123585.0,59626690.0
PPET.L,848366208.0,,,GBp,LSE,PATRIA PRIVATE EQUITY TRUST PLC,EQUITY,112049.0,130694.0,,146766166.0
PPH.L,709883264.0,Consumer Cyclical,Lodging,GBp,LSE,PPHE HOTEL GROUP LIMITED ORD NP,EQUITY,26375.0,20767.0,18335163.0,41856324.0
PRN.L,923998400.0,Consumer Defensive,Packaged Foods,GBp,LSE,PRINCES GROUP PLC ORD GBP0.10,EQUITY,67487.0,60037.0,878220.0,244702956.0
PTEC.L,1076480640.0,Consumer Cyclical,Gambling,GBp,LSE,PLAYTECH PLC ORD NPV,EQUITY,1493590.0,1807475.0,211657005.0,282051310.0
QLT.L,2538349056.0,Financial Services,Asset Management,GBp,LSE,QUILTER PLC ORD 8 1/6P,EQUITY,3849126.0,5440301.0,1281403902.0,1377757943.0
QQ.L,2489068544.0,Industrials,Aerospace & Defense,GBp,LSE,QINETIQ GROUP PLC ORD 1P,EQUITY,1551671.0,2647292.0,437232015.0,521378045.0
RAT.L,2129443328.0,Financial Services,Asset Management,GBp,LSE,RATHBONES GROUP PLC ORD 5P,EQUITY,100691.0,103894.0,75038048.0,85638874.0
RCP.L,2929137664.0,,,GBp,LSE,"""RIT Capital Partners""",EQUITY,177235.0,247917.0,,136491545.0
RHIM.L,1252053760.0,Industrials,Metal Fabrication,GBp,LSE,RHI MAGNESITA N.V. ORD EUR1.00 ,EQUITY,25168.0,22401.0,16407575.0,47336625.0
RICA.L,914385408.0,Financial Services,Asset Management,GBp,LSE,RUFFER INVESTMENT COMPANY LTD R,EQUITY,771057.0,984588.0,,294963050.0
RNK.L,426270880.0,Consumer Cyclical,Gambling,GBp,LSE,RANK GROUP PLC ORD 13 8/9P,EQUITY,628901.0,801361.0,181452960.0,468429541.0
ROR.L,2746652160.0,Industrials,Specialty Industrial Machinery,GBp,LSE,ROTORK PLC ORD 0.5P,EQUITY,2627023.0,2987118.0,817469317.0,817233571.0
RPI.L,972345664.0,Technology,Electronic Components,GBp,LSE,RASPBERRY PI HOLDINGS PLC ORD 0,EQUITY,1114179.0,1677877.0,75133104.0,193501635.0
RS1.L,2785393408.0,Industrials,Industrial Distribution,GBp,LSE,RS GROUP PLC ORD 10P,EQUITY,1522373.0,2060792.0,453706716.0,468511050.0
