mode,threshold_bp,window_d,cagr,maxdd,sharpe,n_trades,cagr_delta,maxdd_delta
momentum,5.0,14.0,20.486612911492806,-32.50178913776023,1.078117675674308,349,0.7704511364367654,-1.0357757906255252
momentum,7.0,14.0,20.007493485841877,-31.87536103180656,1.03222526952023,350,0.29133171078583686,-0.40934768467185734
momentum,10.0,14.0,19.48958074349163,-32.7714695350425,1.003707712931728,350,-0.226581031564411,-1.3054561879077973
momentum,15.0,14.0,19.71616177505604,-31.4660133471347,1.0190847164327046,345,0.0,0.0
rich_quick,,,19.4624778513353,-31.71064564874264,0.9667908140245459,155,0.0,0.0
rich_quick,3.0,3.0,21.59882366044137,-24.050535033667465,1.0745702372065806,153,2.136345809106068,7.660110615075176
rich_quick,5.0,3.0,20.358988975351867,-30.296998883230263,1.0075728940811102,153,0.8965111240165662,1.4136467655123788
rich_quick,7.0,3.0,20.154839542331416,-27.417393938244807,1.0063148688609742,151,0.6923616909961154,4.2932517104978345
rich_quick,10.0,3.0,20.170704379250992,-27.409815489236056,1.0076169773123744,149,0.7082265279156914,4.300830159506585
rich_quick,15.0,3.0,19.4624778513353,-31.71064564874264,0.9667908140245459,155,0.0,0.0
rich_quick,3.0,7.0,19.323968364856082,-24.758178571362166,0.9910761281376483,158,-0.13850948647921868,6.952467077380476
rich_quick,5.0,7.0,20.145629338038606,-25.35321794647811,0.9991943378106644,155,0.6831514867033057,6.3574277022645305
rich_quick,7.0,7.0,20.154839542331416,-27.417393938244807,1.0063148688609742,151,0.6923616909961154,4.2932517104978345
rich_quick,10.0,7.0,20.145582517028828,-27.70796688045142,1.0060028610126326,153,0.6831046656935271,4.002678768291222
rich_quick,15.0,7.0,19.4624778513353,-31.71064564874264,0.9667908140245459,155,0.0,0.0
rich_quick,3.0,14.0,20.36146155976386,-25.73759272643369,1.0459412255048026,154,0.8989837084285597,5.973052922308952
rich_quick,5.0,14.0,19.274836196040667,-30.171986657318904,0.9659118645807339,158,-0.18764165529463384,1.5386589914237376
rich_quick,7.0,14.0,19.86225335160725,-27.858720907440272,0.9954813984102778,154,0.3997755002719501,3.851924741302369
rich_quick,10.0,14.0,19.463139545157794,-31.703910466834152,0.9668507985423019,154,0.000661693822493703,0.006735181908489096
rich_quick,15.0,14.0,19.4624778513353,-31.71064564874264,0.9667908140245459,155,0.0,0.0
cash_machine,,,18.09221449672036,-26.71833631406404,0.9183680791375803,1034,0.0,0.0
cash_machine,3.0,3.0,18.308456094106738,-26.151603425731263,0.9358102861891895,1013,0.21624159738637871,0.5667328883327762
cash_machine,5.0,3.0,17.35519860392538,-26.695029122562662,0.8922539820920471,1029,-0.7370158927949788,0.02330719150137739
cash_machine,7.0,3.0,17.88325544672016,-26.984710493524254,0.9078626654145031,1021,-0.20895905000019965,-0.2663741794602146
cash_machine,10.0,3.0,18.758826129868964,-28.385225118278314,0.9481887174926468,1025,0.6666116331486052,-1.666888804214274
cash_machine,15.0,3.0,18.09221449672036,-26.71833631406404,0.9183680791375803,1034,0.0,0.0
cash_machine,3.0,7.0,18.477966978457737,-27.196942852898065,0.9656097506082544,1000,0.3857524817373772,-0.4786065388340255
cash_machine,5.0,7.0,18.215417777274713,-26.151603425731263,0.9244152159101905,1026,0.12320328055435326,0.5667328883327762
cash_machine,7.0,7.0,17.88325544672016,-26.984710493524254,0.9078626654145031,1021,-0.20895905000019965,-0.2663741794602146
cash_machine,10.0,7.0,17.459655848714405,-27.110066959001788,0.8817431766885183,1027,-0.6325586480059542,-0.39173064493774845
cash_machine,15.0,7.0,18.09221449672036,-26.71833631406404,0.9183680791375803,1034,0.0,0.0
cash_machine,3.0,14.0,17.788117815175752,-26.610850159570344,0.9401564094243151,1001,-0.3040966815446069,0.1074861544936958
cash_machine,5.0,14.0,19.49177104547928,-28.98174555746712,0.985967861236979,1010,1.3995565487589197,-2.263409243403082
cash_machine,7.0,14.0,18.14245464768389,-26.713844955887012,0.9205848289629225,1025,0.05024015096353196,0.004491358177027394
cash_machine,10.0,14.0,17.459655848714405,-27.110066959001788,0.8817431766885183,1027,-0.6325586480059542,-0.39173064493774845
cash_machine,15.0,14.0,18.09221449672036,-26.71833631406404,0.9183680791375803,1034,0.0,0.0
